image,P,R,F1,ms
198023,0.210555,0.884207,0.340118,1.03558
22093,0.55364,0.989151,0.709926,0.809375
106025,0.399443,0.419462,0.409208,0.781208
202012,0.366851,0.996392,0.536262,1.36058
159045,0.507408,0.987128,0.670277,1.19392
376020,0.372772,0.893405,0.52605,1.04821
124084,0.742194,0.97876,0.844218,1.16325
254054,0.27634,0.978133,0.430934,1.33533
25098,0.698351,0.951233,0.805409,0.969834
8049,0.690251,0.84995,0.761821,0.866917
104022,0.521358,0.905726,0.661779,0.94975
238011,0.987112,0.998796,0.99292,0.7195
285036,0.607527,0.876801,0.717739,0.775958
65132,0.344557,0.889045,0.496638,0.9505
326038,0.210941,0.994095,0.348032,1.12979
22090,0.796913,0.739482,0.767124,0.69875
159091,0.356284,0.923704,0.514225,1.22229
76002,0.512411,0.974209,0.671585,0.955875
227040,0.635505,0.853168,0.728424,0.900375
145053,0.534179,0.965007,0.687688,0.924417
374020,0.621165,0.877885,0.727543,0.846666
46076,0.601033,0.818954,0.693271,0.674333
100080,0.68105,0.306654,0.422894,0.913917
113016,0.407828,0.974349,0.574987,1.08279
134052,0.219352,0.667664,0.330216,1.16779
311068,0.218904,0.934081,0.354687,1.36025
239096,0.504402,0.764726,0.607865,0.930541
187071,0.533329,0.971021,0.688501,0.657958
16052,0.384403,0.93845,0.545402,1.11187
94079,0.188287,0.975098,0.315627,1.25208
311081,0.225918,0.974197,0.366779,1.31862
118035,0.907864,0.848445,0.877149,0.687416
130034,0.179632,0.997893,0.304459,1.37742
138078,0.762856,0.947905,0.845372,0.888458
35070,0.744714,0.977866,0.845511,0.726625
35058,0.396826,0.654782,0.494166,0.960166
260081,0.362593,0.905895,0.517894,1.193
246053,0.594639,0.825935,0.691457,0.804792
26031,0.135034,0.947736,0.236388,1.32187
67079,0.683037,0.928865,0.787205,0.784875
164074,0.215947,0.91448,0.349388,1.02746
95006,0.276593,0.955497,0.429001,1.36521
27059,0.628682,0.947971,0.755997,1.02233
66039,0.306277,0.903611,0.45749,1.30492
112082,0.245154,0.914266,0.386635,1.16463
140075,0.505891,0.925596,0.654216,0.923875
106020,0.248814,0.966189,0.395722,1.00388
97017,0.653706,0.724707,0.687378,0.870542
302003,0.840795,0.879126,0.859533,1.06383
118020,0.598891,0.956872,0.736696,0.875916
365073,0.569696,0.989161,0.722992,1.17758
178054,0.140725,0.762024,0.237577,0.870166
216053,0.603582,0.94259,0.735921,0.8435
268002,0.423815,0.904511,0.577186,0.871458
368016,0.405789,0.967566,0.571778,0.935083
117054,0.479378,0.895256,0.624408,0.967292
277095,0.449477,0.988415,0.617946,0.899583
274007,0.55116,0.96923,0.702716,1.23429
385028,0.627177,0.897965,0.738532,0.767
48055,0.454637,0.79938,0.579621,1.05929
286092,0.948454,0.473312,0.631489,0.685458
23025,0.550607,0.886182,0.679206,0.698584
24004,0.628279,0.909212,0.743079,0.892333
323016,0.650269,0.936236,0.76748,0.91325
271008,0.711326,0.857918,0.777775,0.7505
376001,0.596009,0.956033,0.734264,0.9135
187083,0.447181,0.926951,0.603312,0.962958
161062,0.706535,0.712776,0.709642,0.850333
188005,0.420184,0.932606,0.579345,0.802333
100098,0.580976,0.989197,0.732021,1.17921
135037,0.729582,0.860842,0.789796,0.861959
309004,0.264201,0.994063,0.417453,0.984042
169012,0.266394,0.846926,0.405303,1.06767
231015,0.562661,0.984225,0.716,0.813958
166081,0.520752,0.914965,0.663738,1.05425
271031,0.634763,0.825117,0.71753,0.505417
216041,0.408158,0.787631,0.537683,1.11413
181018,0.491243,0.840054,0.619953,0.9855
163062,0.374454,0.911573,0.530848,1.03646
35091,0.435506,0.996826,0.606177,1.32579
198004,0.563637,0.73739,0.638912,0.788208
196015,0.493484,0.896624,0.636597,0.921042
172032,0.826424,0.66298,0.735734,0.628291
12003,0.460444,0.97259,0.625,1.05242
147062,0.355686,0.972352,0.520847,1.25642
105053,0.565833,0.825443,0.671416,1.03004
43070,0.215579,1,0.354694,1.03433
65074,0.652231,0.857288,0.740832,0.942667
78019,0.594008,0.921995,0.722521,0.804292
140055,0.344828,0.97629,0.509647,1.14138
100075,0.402317,0.886931,0.553543,0.77825
113009,0.522418,0.977636,0.680955,1.06646
155060,0.430278,0.964807,0.59514,1.12275
60079,0.64217,0.336998,0.442028,0.597916
23084,0.42079,0.922629,0.577978,0.78325
249087,0.323711,0.963405,0.484595,0.935167
183087,0.366012,0.928547,0.525058,0.878042
45077,0.259643,0.924554,0.40543,1.15258
22013,0.665699,0.984738,0.794382,0.895
209070,0.596105,0.851389,0.701236,0.891834
55067,0.94968,0.367564,0.529997,0.421959
245051,0.742159,0.908451,0.816928,0.642458
239007,0.856501,0.729575,0.787959,0.70625
176019,0.357057,0.970077,0.521986,1.13488
8143,0.524143,0.999642,0.687702,1.0755
103041,0.366532,0.882327,0.517915,1.21271
145014,0.603575,0.908485,0.725287,0.888375
113044,0.343919,0.937603,0.503244,1.26879
374067,0.34188,0.75746,0.47112,0.818125
41004,0.465536,0.905125,0.61484,0.688916
109034,0.194305,0.9075,0.320079,1.36958
35008,0.763593,0.570908,0.65334,0.5115
246016,0.602826,0.591637,0.597179,0.630875
135069,0.985226,0.997662,0.991405,0.320958
225017,0.288409,0.983552,0.446028,0.982916
361084,0.681781,0.974376,0.802232,1.04958
61060,0.219765,0.960316,0.357677,0.896042
253036,0.998908,0.700958,0.823821,0.605834
65010,0.513019,0.927601,0.660656,0.927292
105019,0.477273,0.958989,0.637348,0.678291
90076,0.574299,0.975239,0.722898,0.779875
42078,0.309772,0.961583,0.468589,0.997042
42044,0.428603,0.943833,0.589506,0.675
156079,0.430587,0.927319,0.588098,1.08571
188063,0.384959,0.802275,0.520273,0.795208
126039,0.79959,0.522038,0.63167,0.5985
28075,0.465732,0.756598,0.576558,0.585708
55075,0.414296,0.983738,0.583045,0.89
122048,0.428319,0.922057,0.584926,0.832084
163014,0.481302,0.882535,0.622898,0.692708
181091,0.318904,0.958242,0.478548,0.927292
170054,0.590811,0.875556,0.705537,0.698792
301007,0.529672,0.906954,0.668773,1.16946
12074,0.403653,0.850409,0.547453,1.096
247085,0.485309,0.774031,0.596573,0.804209
293029,0.342008,0.888131,0.493843,0.918
176035,0.613724,0.847715,0.711987,0.815833
80099,0.413179,0.73256,0.528355,0.910083
159029,0.356366,0.964332,0.520414,1.01658
24063,0.914354,0.590984,0.717937,0.357791
183055,0.830304,0.663833,0.737795,0.74675
2092,0.630856,0.810874,0.709626,0.536416
181079,0.472958,0.899797,0.620018,0.849834
92059,0.269349,0.904862,0.415128,0.688041
108073,0.381611,0.948204,0.544203,0.87975
153077,0.516691,0.871283,0.648692,0.850916
23080,0.781514,0.861567,0.81959,0.849292
365025,0.629194,0.679311,0.653293,0.863167
